"사업번호","자치구","법정동","사업구분","운영구분","추진위원회/조합명","대표지번","진행단계","상태","정비구역명칭","정비구역위치","정비구역면적(㎡)","건축연면적(㎡)","용도지역","용도지구","택지면적(㎡)","도로면적(㎡)","공원면적(㎡)","녹지면적(㎡)","공공공지면적(㎡)","학교면적(㎡)","기타면적(㎡)","주용도","건폐율","용적률","높이(m)","지상층수","지하층수","건설세대총수","60미만건설세대수","60이상85이하건설세대수","85초과건설세대수","건축계획비고"
"11380-100000037","은평구","","재개발(주택정비형)","조합","응암제10구역주택재개발정비사업조합","응암동 419","조합청산","운영","응암제10주택재개발구역","은평구 응암동 419-0","61052.60","173574.69","제3종일반주거지역","일부 일반미관지구","47233.60","8196.80","4144.80","","","","1477.40","공동주택(아파트)","15.35","255.86","80","25","3","1079","532","499","48",""
"11380-100001049","은평구","","재개발(주택정비형)","조합","녹번제1구역3지구주택재개발정비사업조합","녹번동 4","조합청산","운영","녹번제1구역3지구 주택재개발정비사업","서울특별시 은평구 녹번동 4번지","74820.00","193700.39","자연녹지지역 1종/2종일반주거지역","일반미관지구","58209.00","2880.00","6406.00","","","6521.00","804.00","분양아파트 및 임대아파트 근린생활시설","23.88","223.62","0","20","4","1075","172","728","175",""
"11200-100001004","성동구","","재개발(주택정비형)","조합","금호제17구역 주택재개발정비사업조합","금호동2가 566","조합청산","일시중단","성동구금호제17주택재개발구역정비사업","성동구 금호동2가 566","24267.80","80330.86","제3종일반주거지역","","","","","","","","","","","","","","","","","","",""
"11230-100012000","동대문구","","재건축","조합","장안시영2단지2차 주택재건축정비사업 조합 청산법인","장안동 329-2","조합청산","운영","장안시영2단지2ㅏ주택재건축","동대문구 장안동 329-2","38026.00","","제3종 일반주거지역","정비사업구역","35958.00","1521.00","","","","","547.00","아파트및근린생활시설","15.02","249.02","7255","25","2","859","388","331","140",""
"11650-100002023","서초구","","재건축","조합","반포한양아파트 주택재건축정비사업조합","잠원동 66","조합청산","운영","반포한양아파트 주택재건축 정비사업","서울시 서초구 잠원동 66번지","26539.20","","제3종일반주거지역","아파트지구","23451.30","712.10","1720.00","655.80","","","","공동주택","19.88","298.54","82","28","3","607","162","291","154",""
"11650-100002003","서초구","","재건축","조합","잠원동 대림아파트 주택재건축 정비사업 조합","잠원동 57","조합청산","운영","잠원대림아파트 재건축정비구역","서초구 잠원동 57","38306.80","153551.20","제3종 일반주거지역","","","664.14","15000.00","1269.60","","","","공동주택","16.88","302.06","103","35","2","","","424","338",""
"11380-100001053","은평구","","재개발(주택정비형)","조합","응암제11구역 주택재개발정비사업조합","응암동 455","조합청산","운영","응암제11구역주택재개발정비구역","은평구 응암동 455-0","36242.80","36242.80","제2종 일반주거지역","","29162.60","3785.10","3295.10","","","","","공동주택 및 부대복리시설","30.00","214.71","68","24","4","646","299","345","2",""
"11380-100001033","은평구","","재개발(주택정비형)","조합","불광제3구역주택재개발정비사업조합","불광동 17","조합청산","운영","불광제3구역주택재개발정비사업조합","서울시 은평구 불광동 17번지 일대","77298.00","201877.98","제2종일반주거지역","주택재개발정비사업지구","58598.00","3367.00","7936.00","","184.00","5120.00","2093.00","주택(아파트)","23.30","214.42","46","15","3","1185","554","518","113",""
"11380-100001039","은평구","","재개발(주택정비형)","조합","불광제7구역주택재개발정비사업조합","불광동 292","조합청산","운영","불광제7구역주택재개발정비구역","은평구 불광동 292 331번지","61721.00","18322115.58","제123종일반주거지역","","53609.00","4992.00","3120.00","0.00","0.00","0.00","0.00","공동주택(아파트) 및 부대복리시설","21.30","207.35","58600","19","3","1070","354","514","202","임대(188세대)포함"
"11380-100001047","은평구","","재개발(주택정비형)","조합","녹번제1구역제1지구주택재개발정비사업조합","녹번동 53","조합청산","운영","녹번제1구역제1지구","녹번동 53번지","39128.00","1286033.11","2종 일반주거지역","일반미관지구중심미관지구","33834.00","1813.21","3127.79","","","","","아파트및 부대복리시설","23.34","244.99","59","20","3","770","470","296","4",""
"11200-100001000","성동구","","재개발(주택정비형)","조합","옥수제12구역 주택재개발정비사업조합","옥수동 500","조합청산","일시중단","옥수제12구역 주택재개발정비사업 구역","서울특별시 성동구 옥수동 500번지","92618.80","","2종","일반주거지구","76023.89","9122.95","2718.46","3361.10","0.00","0.00","892.40","아파트 및 상가","22.80","237.45","47","20","4","1511","700","600","211","0"
"11590-100002000","동작구","","재건축","조합","상도대림아파트 주택재건축 조합","상도동 36-1","조합청산","운영","상도대림아파트 주택재건축정비사업","서울시 동작구 상도동 36-1번지","44100.40","141378.18","일반주거지역","일반미관지구","","863.10","1720.00","2090.30","86.00","","","공동주택 및 부대복리시설","18.82","244.26","82","29","4","888","248","584","56",""
"11620-100003007","관악구","","재개발(주택정비형)","조합","봉천제12-2구역 주택재개발정비사업조합","봉천동 1553-1","조합청산","운영","봉천제12-2구역 주택재개발구역","관악구 봉천동 1553-1번지","80836.00","221254.84","1 2 3종 일반주거지역","","60689.00","19413.80","76.00","477.20","","","1427.46","공동주택(아파트) 부대복리시설","24.68","244.85","57","20","3","1237","312","827","98",""
"11170-100005007","용산구","","재건축","조합","한남연립 729번지 주택재건축 정비사업조합","한남동 729","조합청산","일시중단","한남연립729번지주택재건축정비사업조합","서울 용산구 한남동729번지","2333.00","6552.71","","","","","","","","","","","","","","","","","","","",""
"11560-100003010","영등포구","","재개발(주택정비형)","조합","신길11재정비촉진구역 주택재개발정비사업조합","신길동 329-94","조합청산","운영","신길11재정비촉진구역주택재개발정비사업조합","서울특별시 영등포구 신길동329-94외 522필지","50759.30","134054.78","제2종일반주거지역. 근린상업지역","일반미관지구","39762.60","6158.00","1929.80","608.60","","","2300.00","공동주택(아파트)및부대복리시설","17.69","228.90","77","25","3","836","252","335","249",""
"11560-900000036","영등포구","","재개발(주택정비형)","조합","신길7재정비촉진구역 주택재개발정비사업 조합","신길동 2039","조합청산","운영","신길7재정비촉진구역","서울특별시 영등포구 신길동 1993외950필지","93728.50","259940.09","제2종일반주거지역","","8220.36","6664.40","1223.40","3604.10","","9999.20","","공동주택","17.18","239.58","7790","27","3","1391","333","662","396",""
"11350-100002009","노원구","","재건축","조합","월계3(벼루마을) 주택재건축정비사업조합","월계동 531","조합청산","일시중단","월계3 주택재건축정비구역","월계1동 531","26995.00","81778.78","제2종일반주거지역","","","","","","","","","공동주택","17.02","249.82","","20","2","468","102","317","49","임대포함"
"11470-100001005","양천구","","재건축","조합","목제1주택재건축정비사업조합","목동 632-1","조합청산","운영","목제1주택재건축정비사업","서울시 양천구 목동 632-1번지","24519.50","62790.89","제2종일반주거지역","","17996.50","4333.00","2190.00","","","","","공동주택 및 부대복리시설","25.62","220.49","40","14","3","405","216","175","14",""
"11545-900000712","금천구","","재건축","조합","금천구 임시 홈페이지(e조합 개발용)","가산동 1","조합청산","운영","","","","","","","","","","","","","","","","","","","","","","","",""
"11350-100002008","노원구","","재건축","조합","공릉2(공릉동240-169번지일대) 주택재건축 조합설립추진위원회","공릉동 240-169","조합청산","일시중단","공릉동 240-169번지 일대 주택재건축정비구역","공릉2동 240-169","26873.00","73348.55","제2종일반주거지역","","","","","","","","","공동주택","21.66","234.82","","20","2","438","162","211","65",""
"11230-100003003","동대문구","","재개발(주택정비형)","조합","용두제1구역주택재개발정비사업조합","용두동 80-1","조합청산","일시중단","용두제1구역 주택재개발정비사업조합","서울특별시 동대문구 용두동 80-1번지","58262.50","170206.98","3종 일반주거지역","","46188.70","6272.60","","2994.10","","","","아파트","17.07","235.08","","20","2","1054","442","422","190",""
"11350-900000019","노원구","","재개발(주택정비형)","조합","월계제4구역 주택재개발정비사업조합","월계동 672","조합청산","운영","월계제4 주택재개발정비구역","노원구 월계동 672번지","23525.60","4777589.18","","","19136.00","1883.20","1408.80","54.40","","","1043.20","공동주택","35.40","177.74","","9","2","270","41","215","14",""
"11545-900000778","금천구","","재개발(주택정비형)","조합","클린업 사무실 개발용66(추진위)","가산동 11-22","조합청산","운영","","","","","","","","","","","","","","","","","","","","","","","",""
"11440-100005000","마포구","","재개발(주택정비형)","조합","아현3구역 주택재개발정비사업 조합(뉴타운)","아현동 635","조합해산","운영","아현 제3구역 주택재개발정비사업","서울시 마포구 아현동 635번지","207508.30","5824773.86","제2종 일반주거지역","주택재개발구역","146506.70","254019.00","1335.71","52416.51","3184.30","3197.60","361.30","공동주택근생 및 사회복지시설종교시설정비기반시설등","22.63","259.42","95","30","4","3209","1239","1455","515",""
